personID|Twitter_Followers
85597|1-10
58705|11-100
48265|1-10
48194|11-100
9995|101-500
11352|11-100
48126|1-10
452404|1-10
41095|101-500
46474|1-10
46448|11-100
268336|11-100
3664|11-100
86732|1001-5000
45662|11-100
483559|1-10
44379|501-1000
383118|11-100
128683|11-100
43477|101-500
283086|11-100
90606|101-500
41649|11-100
190621|101-500
45192|1-10
38293|101-500
376190|11-100
242584|1-10
384914|1-10
382267|11-100
82639|101-500
143|5000+
385917|1-10
337426|1-10
373633|1-10
323446|101-500
206698|11-100
186333|501-1000
7436|11-100
33518|11-100
403821|1-10
414972|11-100
36913|11-100
66585|1-10
36095|1-10
35665|101-500
36627|11-100
4655|501-1000
12552|101-500
36652|1-10
35841|11-100
35884|11-100
337570|1-10
335732|1-10
331836|11-100
354536|1-10
185724|11-100
73066|1-10
33717|1-10
33679|1-10
33490|11-100
35663|11-100
374788|101-500
35525|11-100
33931|1-10
33252|11-100
447807|11-100
448309|1-10
110657|1-10
16981|101-500
66293|101-500
32154|1-10
51405|1-10
31190|11-100
50991|101-500
51182|11-100
31346|1-10
405553|1-10
19938|11-100
27675|1-10
27628|1-10
27603|1-10
11150|1-10
18814|101-500
449302|1-10
51704|501-1000
5053|1001-5000
27466|1-10
7719|101-500
27260|1-10
25021|11-100
34824|101-500
27542|1-10
27075|1-10
25583|11-100
25631|1-10
24172|1-10
24360|11-100
241882|501-1000
72803|1001-5000
96728|501-1000
68812|101-500
18026|1-10
275424|1-10
18773|1-10
18233|1-10
18221|101-500
17832|11-100
70882|11-100
70898|11-100
70897|11-100
19022|1-10
18798|101-500
18778|1-10
192854|11-100
18756|11-100
525162|1-10
526633|1-10
77377|501-1000
16826|1-10
17038|1-10
17851|1-10
16840|11-100
32702|1-10
9333|101-500
576297|11-100
5863|11-100
5786|101-500
85547|1001-5000
752801|11-100
859652|1-10
728801|11-100
699626|11-100
234335|11-100
164618|11-100
164617|101-500
1510|501-1000
51895|11-100
51987|11-100
5214|101-500
5145|501-1000
4625|501-1000
23896|1-10
4783|1-10
127905|11-100
12195|101-500
17706|1-10
8586|1-10
8634|101-500
1589|501-1000
140693|11-100
69506|11-100
173163|11-100
30670|11-100
194364|11-100
73095|11-100
1422|101-500
183234|11-100
179156|11-100
77106|101-500
155000|101-500
98316|1-10
48353|1-10
30162|11-100
72115|11-100
4893|11-100
25250|1001-5000
42933|1-10
30978|11-100
35931|101-500
154527|11-100
78297|11-100
30706|11-100
30645|1-10
30650|11-100
6350|101-500
